date,hullCode,radioCode,name,owner,length,width,position
20150107,82992,,AURORA BOREAL,CMA-CGM,,,Ho Chi Minh
20150107,,162,YOUNG GLORY,,,,Rotterdam
20150107,18867,138,,Maersk,,,Mumbai
20150107,,,MISS JACQUELINE IV,CMA-CGM,,8,Jakarta
20150107,51200,,SERTANEJO SPIRIT,,282,,Istanbul
20150107,,,TAYMA,,,,New York
20150107,36905,140,,CMA-CGM,24,,Los Angeles
20150107,,,LEHMANN BELT,NYK Line,,14,Panama
20150107,49303,104,SIYA,Evergreen,,,Tanjung Pelepas
20150107,,10,,Maersk,35,,Los Angeles
20150107,,188,ASTRO VERMELHO,OOCL,66,12,Manila
20150107,,69,MAERSK CHICAGO,MSC,,,São Paulo
20150107,,112,TANG MA BO MEI,Mitsui OSK Line,,,Dubai
20150107,82240,13,BAO TUO,CMA-CGM,48,,Busan
20150107,91536,,,MSC,94,,Kuala Lumpur
20150107,75345,,BIMA MULU,K Line,34,,Algeciras
20150107,19378,2,ABRO,,,,Long Beach
20150107,92924,214,SINOKOR ULSAN,Maersk,120,19,Mumbai
20150107,91111,222,RESCUE ELSA JOHANSSO,Hapag-Lloyd,,,Hong Kong
20150107,15452,,CEST SI BON I,,,,Long Beach
20150107,23087,178,HOEGH AMERICA,,,33,Panama
20150107,71784,29,EDDA FRIGG,CMA-CGM,84,,Shanghai
20150107,40828,186,,Maersk,,,Yokohama
20150107,63743,189,XIN HUA 803,MSC,,,Yingkou
20150107,59647,165,,,,,Osaka
20150107,16752,,CORSAIR,CMA-CGM,177,,Long Beach
20150107,37506,,,Evergreen,17,,Ningbo
20150107,58259,124,,MSC,93,,Valencia
20150107,61583,46,HUGIN EXPLORER,MSC,,,Felixstowe
20150107,82000,,STENSTRAUM,Evergreen,146,,Mumbai
20150107,44668,,,Hapag-Lloyd,,,Lianyungang
20150107,15727,152,,Hanjin Shipping,,,Panama
20150107,79284,32,FORTE,Mitsui OSK Line,,,Bremen
20150107,82508,,ZWAANTJE,MSC,40,6,Busan
20150108,,237,HOEGH AMERICA,MSC,,,Dubai
20150108,30851,238,ZENITH SPIRIT,Evergreen,,,São Paulo
20150108,54885,239,FAIR FALCON,Yang Ming Marine,105,,Sharjah
20150108,82728,240,BRIDGET CAULLEY,COSCO,32,,Manila
20150108,59004,241,TANG MA BO MEI,,30,,Qingdao
20150108,75646,,MARSJA,,,,Singapore
20150108,80683,,MISS JACQUELINE IV,MSC,,,Manila
20150108,11165,244,LINGE,COSCO,,,Ningbo
20150108,16260,245,GUO TOU 102,COSCO,,,Jeddah
20150108,86828,246,,MSC,,,Busan
20150108,43169,247,,Maersk,,,New York
20150108,75338,248,,,250,,Kaohsiung
20150108,56324,,KRISTIN SCHEPERS,NYK Line,,,Kuala Lumpur
20150108,61583,46,HUGIN EXPLORER,,,20,Guangzhou
20150108,94205,190,VAALS,,,,Dubai
20150108,,18,BIMA MULU,K Line,,,São Paulo
20150108,,222,RESCUE ELSA JOHANSSO,Hapag-Lloyd,,,Mumbai
20150108,,,,Maersk,,,Guangzhou
20150108,,,KUEMOH-T-1,MSC,,,Mumbai
20150108,88566,219,STIG HARRY,,12,,Guangzhou
20150108,61507,,WHATEVER,COSCO,,5,New York
20150108,15727,,,Hanjin Shipping,,,Singapore
20150108,10517,206,,,,,Hong Kong
20150108,,,BIG ARON,,47,,Felixstowe
20150108,40904,194,OLYMPUS,CMA-CGM,190,,Mumbai
20150108,77854,233,,American President Lines,148,,Columbo
20150108,35414,,MACABI,K Line,,,São Paulo
20150108,45212,,,,,7,Istanbul
20150108,,170,,CMA-CGM,,,Jakarta
20150108,10933,224,ZHEGANGHANGXUN1103,MSC,,,Ho Chi Minh
20150108,12202,230,,Hamburg Süd,67,,Yokohama
20150108,62639,,LOS LLANITOS,COSCO,,,Panama
20150108,,,LU JIANG 6,,32,,Kaohsiung
20150108,66203,145,,CMA-CGM,,,Long Beach
20150108,36593,,,Maersk,26,,Busan
20150108,,93,,Maersk,172,,Hamburg
20150108,,,UK237 GRIETJE BOS,Hanjin Shipping,,,Columbo
20150108,51108,,SOELOEVEN,American President Lines,54,,Dalian
20150108,94365,177,RV DISCOVERY,,20,,Singapore
20150108,,195,RESCUE KJOPSTAD,Hapag-Lloyd,,,São Paulo
20150108,76173,48,ISLA-S DS1,,36,,Dubai
20150108,58259,124,,,,,Manila
20150108,49303,,SIYA,Evergreen,80,16,Bangkok
20150108,72575,,STELLA,NYK Line,,,Lianyungang
20150108,29891,,ALTISIGMA,,,,Istanbul
20150108,43764,148,,COSCO,65,,Xiamen
20150108,87701,10,ATLOY VIKING,,,,Panama
20150108,86465,209,,Evergreen,,,Istanbul
20150108,41143,86,,,,,Ho Chi Minh
20150108,72533,96,RIVO,China Shipping,,,Hamburg
20150108,62677,,FRI SEA,,92,,Dubai
20150108,75292,,SEBASTIAN,,,,Jeddah
20150108,99369,,,,,,Busan
20150108,,149,PAM LEOPARDO,Maersk,26,8,Valencia
20150108,,,O DAEYANG 12,,100,,Bangkok
20150108,,87,PEARL SEAWAYS,,,,Kuala Lumpur
20150108,60118,221,POURQUOIPAS,MSC,,,Ho Chi Minh
20150108,51200,101,,Hanjin Shipping,282,,Bremen
20150108,47350,227,TAURUS J,MSC,155,,Yingkou
20150108,36905,,VENTUROUS,CMA-CGM,24,7,Singapore
20150108,98309,150,TRUFFALDINO,COSCO,,,Lianyungang
20150108,91108,162,YOUNG GLORY,,206,,Felixstowe
20150108,33116,,URZELA,,,,Tanjung Pelepas
20150108,31522,,HMSTC KUKRI,MSC,17,,Busan
20150108,16882,119,VALO,CMA-CGM,,,Lianyungang
20150108,82240,13,BAO TUO,CMA-CGM,48,,São Paulo
20150109,86465,,,American President Lines,,,Guangzhou
20150109,82240,251,BAO TUO,,48,,Hamburg
20150109,,,VENTUROUS,COSCO,24,,Busan
20150109,48511,253,,Hamburg Süd,184,,Algeciras
20150109,,254,HARMONIE,CMA-CGM,,5,Yingkou
20150109,,255,KMP.MARINA PRATAMA,Hanjin Shipping,,,Bremen
20150109,49303,256,SIYA,Hanjin Shipping,80,,Dubai
20150109,63801,257,GUAN HAI ZHAO YANG,COSCO,,,Busan
20150109,,258,,MSC,,,Long Beach
20150109,75345,259,,Maersk,34,,Manila
20150109,33116,,URZELA,Maersk,,,Shanghai
20150109,51108,,SOELOEVEN,,54,,Tanjung Pelepas
20150109,,,,,,,Bangkok
20150109,,152,GEO EXPLORER SURVEY,Hanjin Shipping,17,,Yokohama
20150109,40904,,OLYMPUS,CMA-CGM,,,Mumbai
20150109,61507,125,WHATEVER,COSCO,12,,Ho Chi Minh
20150109,41655,184,WADI MAI,American President Lines,23,,Shenzhen
20150109,79284,32,FORTE,Mitsui OSK Line,,,Istanbul
20150109,,,PAGANELLA,Evergreen,,,Los Angeles
20150109,,,BI YANG 6 HAO,Maersk,85,,Felixstowe
20150109,,239,FAIR FALCON,Yang Ming Marine,,,Rotterdam
20150109,,,,Maersk,27,,Bremen
20150109,44668,,O DAEYANG 12,Hapag-Lloyd,100,,Qingdao
20150109,,238,ZENITH SPIRIT,Evergreen,275,49,New York
20150109,87701,,ATLOY VIKING,Maersk,35,,New York
20150109,50469,,ALREK,Hamburg Süd,,,Hong Kong
20150109,18884,,PUERTO ROSARIO,Evergreen,200,,Ningbo
20150109,18867,138,DANPILOT LODSFARTOJ4,,10,,Jeddah
20150109,82992,,AURORA BOREAL,CMA-CGM,,,Bremen
20150109,,,PINE GALAXY,,,,Shenzhen
20150109,43764,148,LIVA GRETA,COSCO,65,,Jeddah
20150109,60118,221,POURQUOIPAS,,108,,Guangzhou
20150109,86828,246,,MSC,,,Panama
20150109,73872,201,UK237 GRIETJE BOS,Hanjin Shipping,43,,Qingdao
20150109,,145,JIANGHAITONG19,CMA-CGM,83,,Istanbul
20150109,78481,23,,,37,9,Long Beach
20150109,,106,STELLA,NYK Line,,4,Jeddah
20150109,,,,COSCO,,,Valencia
20150109,88566,219,,CMA-CGM,12,5,Tanjung Pelepas
20150109,,206,KONGSNES,American President Lines,45,,Tianjin
20150109,,,LINGE,COSCO,,,Jeddah
20150109,,245,GUO TOU 102,COSCO,,,Columbo
20150109,19378,2,,CMA-CGM,15,,Yingkou
20150109,94205,190,,,110,,Singapore
20150109,98309,150,TRUFFALDINO,,,,Antwerp
20150109,47350,227,TAURUS J,MSC,155,,Felixstowe
20150109,29891,7,,Hyundai Marine,,,Xiamen
20150109,,217,HMSTC KUKRI,,17,,Kuala Lumpur
20150109,70904,,WILSON CARDIFF,,100,,Tanjung Pelepas
20150109,,,PENG CHENG 66,CMA-CGM,,,Manila
20150109,,177,RV DISCOVERY,Maersk,20,6,Lianyungang
20150109,,169,MACABI,K Line,14,,Qingdao
20150109,50159,210,ALPHECCA,K Line,,,Ningbo
20150109,93150,,SHENG XIN 9,MSC,,,Panama
20150109,34211,,LIAHOLM,Hapag-Lloyd,33,,Tianjin
20150109,62639,236,LOS LLANITOS,COSCO,,,Tianjin
20150109,,47,ICM NAUTICAL 1,Hamburg Süd,32,8,Osaka
20150109,,237,HOEGH AMERICA,MSC,,,Mumbai
20150109,,234,XIN LU SHENG 3,Mitsui OSK Line,149,,Bremen
20150109,,3,AGIOS PANTELEIMON,,58,,Panama
20150109,,,TAYMA,,,,Mumbai
20150109,71784,,EDDA FRIGG,CMA-CGM,84,19,Los Angeles
20150109,48753,,,Maersk,20,,Bremen
20150109,58259,124,WEI LONG 68,MSC,,,Guangzhou
20150109,54643,69,,MSC,,,Hamburg
20150109,,22,,MSC,178,,Dubai
